,Init Bwd Win Bytes,Init Fwd Win Bytes,Flow Packets/s,Packet Length Variance,Flow Bytes/s,Flow IAT Mean,Idle Mean,Idle Max,Bwd IAT Min,Idle Min,Label
1420462,235,274,0.1391399,2572946.2,124.4805175,7739858.0,100000000.0,100000000,14,100000000,4
1379910,235,251,0.141499792,2323546.5,120.8509292,7610775.0,98800000.0,98800000,53,98800000,4
1465244,235,251,0.158037451,1530368.0,125.5508778,6749455.0,101000000.0,101000000,47,101000000,4
1438010,235,274,0.150897275,2779806.2,138.4772682,7179277.0,86000000.0,86000000,45,86000000,4
1336446,235,251,0.152423762,2211180.8,121.4207687,7029275.0,98300000.0,98300000,45,98300000,4
1688133,-1,296,0.025040498,0.0,0.0,79900000.0,79900000.0,79900000,0,79900000,4
1378860,235,274,0.151342636,2214728.5,119.9239049,7079489.5,99100000.0,99100000,47,99100000,4
1307310,235,29200,72.50484464,2745390.2,78568.88619,15171.4,0.0,0,47,0,4
1342629,235,274,0.152495407,2773176.0,140.1550097,7104039.0,85100000.0,85100000,45,85100000,4
1372129,235,274,0.158033242,3095358.2,145.3054876,6855098.0,82100000.0,82100000,2,82100000,4
1409774,235,251,0.11965888,2627879.5,102.1630419,8999943.0,58400000.0,101000000,43,16000000,4
1311782,235,29200,71.1912672,3559490.8,94534.09271,15802.5,0.0,0,46,0,4
1329957,235,274,0.161324898,2363787.5,120.9230942,6611916.0,99000000.0,99000000,1,99000000,4
1309828,235,0,0.111860535,6553844.0,121.8466299,9833674.0,98300000.0,98300000,182,98300000,4
1354633,235,274,0.111823987,3128947.2,121.4713471,9836888.0,98400000.0,98400000,178,98400000,4
1393116,235,0,0.189653982,1798609.5,149.3525106,5624277.5,83800000.0,83800000,15,83800000,4
1380646,-1,251,14634.14634,0.0,0.0,102.5,0.0,0,0,0,4
1358620,235,251,0.175230374,2493828.0,139.3782392,6114400.0,85400000.0,85400000,45,85400000,4
1358685,235,0,0.140226002,2937484.2,139.9689212,7779649.0,85400000.0,85400000,53,85400000,4
1403612,235,251,0.150110268,3056925.0,119.4477439,7137610.0,99900000.0,99900000,3,99900000,4
1359331,235,251,0.167138036,2621962.8,142.9627127,6443315.5,83600000.0,83600000,2,83600000,4
1388455,235,274,0.141652207,2630592.2,120.5662644,7602586.0,98700000.0,98700000,9,98700000,4
1368117,235,0,0.119927877,4638204.5,123.1559353,9096376.0,99700000.0,99700000,86,99700000,4
1446742,235,251,0.150566636,2491942.5,120.1220626,7115976.0,99500000.0,99500000,47,99500000,4
1471630,235,274,0.131093821,2778373.0,119.8802569,8263801.5,99100000.0,99100000,161,99100000,4
1313694,235,29200,65.92957403,2079863.0,78456.19309,16853.0,0.0,0,47,0,4
1387626,235,274,0.140470922,3524119.5,119.9922681,7666519.5,99600000.0,99600000,90,99600000,4
1331104,235,274,0.152768478,4708456.0,140.4764912,7091341.0,84900000.0,84900000,84,84900000,4
1383218,235,251,0.132395579,4704690.5,122.2724092,8182549.0,98000000.0,98000000,162,98000000,4
1316914,235,29200,45.06991471,6939050.5,67424.5924,25357.428,0.0,0,85,0,4
1406882,235,251,0.131633966,2779744.8,120.7691008,8229892.0,98600000.0,98600000,45,98600000,4
1336993,235,251,0.141164669,4339870.0,140.8235213,7727918.5,84900000.0,84900000,70,84900000,4
1359766,235,274,0.120631067,6082366.0,120.3194367,9043351.0,99400000.0,99400000,81,99400000,4
1406248,235,0,0.121013217,2937943.0,120.4585731,9014793.0,99100000.0,99100000,55,99100000,4
1369001,235,0,0.122327058,2030698.6,104.0391626,8803638.0,57200000.0,98400000,15,16000000,4
1459803,235,0,0.139983464,1725037.6,119.6258686,7693216.5,100000000.0,100000000,34,100000000,4
1451166,235,0,0.131775001,3425372.0,121.2836839,8221084.0,98600000.0,98600000,3,98600000,4
1310775,235,274,0.117643671,7105855.0,140.7253589,9444716.0,84900000.0,84900000,189,84900000,4
1334267,235,0,0.163993181,2887090.0,144.6068447,6566877.0,85000000.0,85000000,62,85000000,4
1351348,235,251,0.174578439,3048268.5,138.9527991,6137233.0,84900000.0,84900000,46,84900000,4
1294726,235,29200,0.063897048,33492.27,4.920072689,18300000.0,110000000.0,110000000,5223,110000000,4
1361890,235,0,0.152910418,2776667.8,140.5364366,7084758.0,84900000.0,84900000,46,84900000,4
1360198,235,251,0.191949764,2367060.0,143.0385645,5557009.5,83200000.0,83200000,1,83200000,4
1356129,235,251,0.152438594,2098764.5,143.81995,7106687.0,84900000.0,84900000,17,84900000,4
1368753,235,274,0.131539476,4710404.0,120.7026471,8235804.0,98700000.0,98700000,51,98700000,4
1494848,-1,251,1341.921632,0.0,0.0,931.5,0.0,0,0,0,4
1424217,235,0,0.131791886,3084634.2,146.3728609,8346492.5,83100000.0,83100000,13,83100000,4
1434884,235,251,0.130352375,2779663.8,119.6033177,8310806.0,99600000.0,99600000,45,99600000,4
1415763,235,274,0.12232194,2250574.8,121.282203,8918344.0,98000000.0,98000000,49,98000000,4
1335490,235,251,0.142334671,3222026.0,121.5334759,7566133.0,98400000.0,98400000,47,98400000,4
1432016,235,251,0.152300108,3327380.5,121.7385528,7034982.5,98500000.0,98500000,70,98500000,4
1440127,235,0,0.120281937,7826866.5,120.0513969,9069600.0,99700000.0,99700000,83,99700000,4
1381602,235,251,0.143497439,5035491.5,142.935407,7602289.5,83500000.0,83500000,85,83500000,4
1458911,235,251,0.174923656,1934327.6,139.215907,6125121.0,85600000.0,85600000,16,85600000,4
1408570,235,251,0.163604738,2628717.0,139.5314692,6582469.0,85400000.0,85400000,46,85400000,4
1372782,235,251,0.165525215,2031601.6,140.8737809,6506097.0,84400000.0,84400000,16,84400000,4
1404645,235,274,0.131977281,3428361.0,121.3074254,8208483.5,98500000.0,98500000,50,98500000,4
1354853,235,274,0.132134352,2131936.5,121.5737677,8198726.0,98400000.0,98400000,15,98400000,4
1381825,235,251,0.151690194,1933073.6,120.9678736,7063268.5,98900000.0,98900000,49,98900000,4
1780247,236,29200,0.86758614,521806.16,356.7514209,1280692.5,6524231.0,6524231,192,6524231,4
1376360,235,251,0.152383462,2492917.5,121.3785067,7031134.0,98400000.0,98400000,46,98400000,4
1306371,235,251,0.164629595,2029439.5,140.3937667,6541491.5,84900000.0,84900000,15,84900000,4
1301308,235,251,0.141773122,4331761.5,141.8558229,7694752.5,84500000.0,84500000,46,84500000,4
1303719,235,251,0.139384355,1996344.6,122.608452,7726284.0,100000000.0,100000000,49,100000000,4
1399345,235,0,0.130503688,2780146.5,119.5213008,8301170.0,99400000.0,99400000,47,99400000,4
1459469,235,0,0.154977484,2128598.0,142.8892402,6990263.0,83700000.0,83700000,48,83700000,4
1413092,235,274,0.129790157,2133644.5,119.2372185,8346806.5,100000000.0,100000000,16,100000000,4
1358117,235,274,0.141707939,2629276.8,120.4719923,7599596.0,98600000.0,98600000,51,98600000,4
1296144,235,29200,0.063643164,33506.215,4.891431718,18300000.0,110000000.0,110000000,5222,110000000,4
1705855,-1,410,0.040879409,0.0,0.0,48900000.0,48900000.0,48900000,0,48900000,4
1464247,235,274,0.163148979,3526434.0,138.9446622,6600857.0,85700000.0,85700000,89,85700000,4
1410910,235,274,0.426843116,4723533.0,340.7346317,2510122.8,35100000.0,35100000,48,35100000,4
1671414,-1,284,0.018298371,0.0,0.0,109000000.0,109000000.0,109000000,0,109000000,4
1382607,235,274,0.11169627,6549372.0,121.7590883,9848136.0,98400000.0,98400000,188,98400000,4
1339444,235,0,0.105736121,3322060.5,127.084244,10500000.0,94600000.0,94600000,46,94600000,4
1378443,235,251,0.164371246,2633113.2,139.4807428,6551773.0,85000000.0,85000000,45,85000000,4
1457412,235,251,0.162109214,2108821.5,120.4167508,6579926.0,98600000.0,98600000,46,98600000,4
1295719,28960,29200,3.00029903,35204.445,593.3924748,374962.62,0.0,0,0,0,4
1492559,-1,274,425.0255015,0.0,0.0,2941.0,0.0,0,0,0,4
1459150,235,251,0.158850116,1841754.1,118.621324,6714925.5,101000000.0,101000000,48,101000000,4
1394542,235,251,0.175438248,3329845.8,139.660541,6107155.0,85300000.0,85300000,45,85300000,4
1390573,235,251,0.120764512,2596862.5,119.788332,9033358.0,99300000.0,99300000,34,99300000,4
1370136,235,274,0.173966502,3054916.5,138.8136709,6158821.0,85200000.0,85200000,3,85200000,4
1410707,235,251,0.132788611,2133566.8,122.0020903,8158330.0,97800000.0,97800000,15,97800000,4
1419168,235,0,0.116715571,2499333.0,138.9965736,9519819.0,85500000.0,85500000,16,85500000,4
1381432,235,251,0.139369486,10300000.0,138.881693,7827460.0,85100000.0,85100000,396,85100000,4
1488117,-1,251,3033.367037,0.0,0.0,494.5,0.0,0,0,0,4
1381449,235,0,0.162745748,2921785.8,138.9151203,6617212.0,85000000.0,85000000,47,85000000,4
1474960,235,251,0.188493501,9567531.0,173.1530301,5747324.5,68800000.0,68800000,62,68800000,4
1377528,235,251,0.140926222,2028441.4,120.4315229,7641751.0,98200000.0,98200000,10,98200000,4
1324214,235,0,0.132237696,3426633.0,121.2416229,8192318.5,98300000.0,98300000,4,98300000,4
1440715,235,251,0.120123424,1894724.8,119.7630541,9081568.0,99700000.0,99700000,32,99700000,4
1337918,235,274,0.129948264,2452765.8,119.5124185,8336651.0,99900000.0,99900000,47,99900000,4
1442837,235,0,0.12972126,2128598.0,119.6030019,8351239.5,100000000.0,100000000,48,100000000,4
1323603,235,29200,27.43107941,2427346.5,33786.86051,40505.555,0.0,0,48,0,4
1684435,235,29200,1.348763063,3072154.2,1077.481852,794378.6,6118012.0,6118012,3,6118012,4
1323115,235,29200,98.18480836,6955575.5,146062.1755,11639.857,0.0,0,64,0,4
1306742,235,29200,55.76545052,8520087.0,83181.14012,20494.0,0.0,0,95,0,4
1351871,235,0,0.12742271,2207721.5,101.8362301,8408458.0,58800000.0,102000000,46,16000000,4
1382152,235,274,0.131438279,2780609.0,120.5187913,8242145.0,98900000.0,98900000,46,98900000,4
1437276,235,0,0.121516694,6083356.0,121.4154297,8977442.0,98600000.0,98600000,190,98600000,4
1404848,235,0,0.145526344,3294157.8,144.6410585,7496299.5,82400000.0,82400000,15,82400000,4
1337197,235,274,0.141151156,6087599.5,140.1042853,7728658.5,84900000.0,84900000,190,84900000,4
1443915,235,251,0.122920037,10300000.0,123.0019835,8874949.0,97600000.0,97600000,5,97600000,4
1303219,235,274,0.110686965,11200000.0,120.286544,9937936.0,99400000.0,99400000,5,99400000,4
1290042,235,229,0.033894655,19.2,0.135578619,39300000.0,118000000.0,118000000,118000000,118000000,4
1410355,235,0,0.12154125,2940791.8,120.9639291,8975628.0,98600000.0,98600000,34,98600000,4
1446009,235,274,0.140380862,2629555.8,119.303678,7671438.0,99600000.0,99600000,46,99600000,4
1425549,235,0,0.110146021,11100000.0,119.8188438,9986743.0,99800000.0,99800000,503,99800000,4
1447168,235,0,0.128176719,8457438.0,139.3280932,8581902.0,85700000.0,85700000,48,85700000,4
1310217,235,0,0.121715711,5023546.5,145.0607849,9128740.0,82000000.0,82000000,48,82000000,4
1482085,-1,274,2502.502503,0.0,0.0,499.5,0.0,0,0,0,4
1441921,235,251,0.140717653,2244083.5,140.3072267,7752468.0,85100000.0,85100000,14,85100000,4
1318141,235,29200,48.44231059,4485215.0,64299.09359,23223.5,0.0,0,50,0,4
1390803,235,251,0.170419541,1497095.9,122.8925381,6234613.5,99400000.0,99400000,14,99400000,4
1370729,235,0,0.129609009,2774377.2,119.1007089,8358472.5,100000000.0,100000000,52,100000000,4
1448030,235,251,0.121561229,2947763.8,120.7001704,8974153.0,98700000.0,98700000,46,98700000,4
1454963,235,251,0.152673746,2494436.5,121.3247371,7017765.5,98100000.0,98100000,45,98100000,4
1278348,-1,29200,0.998753556,0.0,0.0,1501872.0,0.0,0,0,0,4
1304918,-1,274,2469.135802,0.0,0.0,810.0,0.0,0,0,0,4
1435503,235,0,0.129801959,11100000.0,140.4811197,8474448.0,84600000.0,84600000,186,84600000,4
1426107,235,251,0.177793738,2095064.9,128.6337694,5955347.5,100000000.0,100000000,43,100000000,4
1374180,235,251,0.129945668,9430660.0,130.0556224,8336817.5,99100000.0,99100000,192,99100000,4
1321811,235,29200,120.7470216,2631201.2,160083.7179,9317.0,0.0,0,48,0,4
1297595,235,229,1055.594652,773508.0,816326.5306,1421.0,0.0,0,63,0,4
1263420,0,29200,0.165525988,13329.794,24.79968775,6418931.5,19300000.0,51400000,31500000,5894860,4
1362057,235,274,0.188294953,2373268.0,140.2562028,5664871.5,84000000.0,84000000,16,84000000,4
1441501,235,251,0.163478954,2627316.5,139.7394741,6587533.5,85500000.0,85500000,45,85500000,4
1437529,235,251,0.1723735,2253388.5,121.3813631,6163940.5,98500000.0,98500000,46,98500000,4
1335161,235,0,0.121933605,4347583.0,121.5271595,8946747.0,98400000.0,98400000,13,98400000,4
1485750,-1,251,4958.677686,0.0,0.0,242.0,0.0,0,0,0,4
1319560,235,274,0.150717946,1933901.6,120.0317725,7108832.0,99400000.0,99400000,16,99400000,4
1464314,235,0,0.139840479,2940138.8,139.5841049,7801096.5,85700000.0,85700000,46,85700000,4
1295778,28960,29200,3.000334037,35204.445,593.3993985,374958.25,0.0,0,0,0,4
1669391,235,29200,0.862486082,1227459.1,370.6773515,1304368.9,5434139.0,5434139,617,5434139,4
1369980,235,251,0.152276338,2777228.8,140.0825174,7114259.0,85200000.0,85200000,10,85200000,4
1418457,235,274,0.131562012,4707330.0,121.1281325,8234393.0,98700000.0,98700000,85,98700000,4
1320991,235,251,0.182655614,2153334.0,121.4456879,5796830.0,95500000.0,95500000,1,95500000,4
1394821,235,0,0.140383346,3987798.0,139.8803056,7770929.5,85300000.0,85300000,85,85300000,4
1683201,235,29200,1.353992979,3600795.8,1103.955609,791310.3,5872372.0,5872372,156,5872372,4
1423559,235,0,0.121564915,2939590.8,121.4028283,8973881.0,98600000.0,98600000,46,98600000,4
1378326,235,274,0.152493871,3416338.2,140.4585852,7104110.5,85100000.0,85100000,85,85100000,4
1417873,235,0,0.110866133,6566931.5,120.6324312,9921876.0,99200000.0,99200000,192,99200000,4
1299388,0,29200,0.179890094,70267.484,54.21319358,5867780.5,19200000.0,51300000,31500000,5827349,4
1432321,235,274,0.130506834,2780771.2,119.6446496,8300970.0,99500000.0,99500000,46,99500000,4
1294593,235,229,6185.56701,38918.25,1472164.948,242.5,0.0,0,3,0,4
1436329,235,274,0.130181154,3096850.8,119.506299,8321737.0,99700000.0,99700000,47,99700000,4
1456415,235,251,0.155509156,5676856.5,142.8889898,6966363.5,83400000.0,83400000,85,83400000,4
1439332,235,0,0.14350404,1698723.2,109.8481217,7403973.0,58800000.0,101000000,16,16000000,4
1329826,235,274,0.15093,1652319.2,120.1302184,7098844.5,99200000.0,99200000,35,99200000,4
1412123,235,0,0.119143414,2584058.0,119.3717719,9156269.0,101000000.0,101000000,56,101000000,4
1442362,235,0,0.132183236,2780331.8,121.3340428,8195694.0,98300000.0,98300000,48,98300000,4
1357795,235,251,0.141884545,3523206.0,121.3518241,7590136.5,98600000.0,98600000,47,98600000,4
1401242,235,0,0.131704461,1806346.2,121.1073176,8225487.0,98600000.0,98600000,48,98600000,4
1442263,235,274,0.164977035,3821872.8,140.8314673,6527715.0,84700000.0,84700000,64,84700000,4
1355792,235,251,0.153596736,1931006.9,122.928588,6975594.5,97500000.0,97500000,14,97500000,4
1348292,235,0,0.162868975,3221315.0,139.0203038,6612205.0,84900000.0,84900000,50,84900000,4
1490798,235,0,300.9027081,9.0,1203.610832,4985.0,0.0,0,0,0,4
1424194,235,0,0.200336828,2740985.2,189.2874813,5407559.5,64500000.0,64500000,45,64500000,4
1401443,235,251,0.138442657,2923159.5,118.2003629,7778838.5,101000000.0,101000000,58,101000000,4
1396933,235,251,0.132938959,2132133.0,121.7005036,8149103.5,97800000.0,97800000,14,97800000,4
1363168,235,274,0.162659529,2104652.0,121.6184965,6557665.0,98300000.0,98300000,49,98300000,4
1712667,-1,410,0.064510415,0.0,0.0,31000000.0,31000000.0,31000000,0,31000000,4
1448531,235,274,0.141818551,3821435.2,121.133302,7593668.5,98700000.0,98700000,4,98700000,4
1320598,235,0,0.132355023,2774413.0,121.9397011,8185056.5,98100000.0,98100000,45,98100000,4
1387854,235,0,0.140611774,2620345.0,120.3235035,7658840.0,99500000.0,99500000,46,99500000,4
1462354,235,0,0.141610541,4128441.8,120.8747117,7604823.0,98800000.0,98800000,41,98800000,4
1455658,235,0,0.140470663,2939541.2,139.9556042,7766099.0,85300000.0,85300000,49,85300000,4
1444354,235,0,0.164294028,2625604.8,140.4009823,6554852.0,85100000.0,85100000,44,85100000,4
1404235,235,251,0.111687606,8480960.0,121.2825872,9848899.0,98500000.0,98500000,188,98500000,4
1408264,235,251,0.163713794,2030518.8,139.4724587,6578084.0,85300000.0,85300000,16,85300000,4
1768704,0,410,0.027857104,35164.25,3.556423674,53800000.0,108000000.0,108000000,0,108000000,4
1450981,235,274,0.152238044,3055737.2,120.9683497,7037850.5,98500000.0,98500000,47,98500000,4
1354402,235,251,0.122005454,7834835.5,121.3750922,8941478.0,98400000.0,98400000,2,98400000,4
1474018,-1,274,2028.397566,7.2,3042.596349,657.3333,0.0,0,0,0,4
1461816,235,251,0.185580231,2347644.5,142.328438,5747738.5,85000000.0,85000000,46,85000000,4
1299964,-1,274,2032.520325,0.0,0.0,984.0,0.0,0,0,0,4
1715035,235,29200,1.562535042,2763990.2,1110.502846,679984.75,5877101.0,5877101,48,5877101,4
1317028,235,29200,50.43683907,2635825.2,66733.54218,22305.125,0.0,0,16,0,4
1737168,235,29200,1.017425047,7361445.0,936.1875706,1064779.5,7774216.0,7774216,196,7774216,4
1366630,235,251,0.14249029,5038564.5,141.5522287,7656024.0,84100000.0,84100000,85,84100000,4
1449155,235,0,0.131664577,2774564.8,121.2833318,8227978.5,98700000.0,98700000,15,98700000,4
1452780,235,251,0.164850751,2025900.9,140.4528401,6532715.5,84700000.0,84700000,47,84700000,4
1334463,235,0,0.14097724,3635466.5,140.7892702,7738193.0,85000000.0,85000000,84,85000000,4
1459083,235,251,0.119268096,2244175.5,118.9102915,9146697.0,101000000.0,101000000,48,101000000,4
1364281,235,0,0.164393967,2621606.0,140.4394176,6550867.5,85000000.0,85000000,15,85000000,4
1734391,235,29200,1.087469979,4753851.0,1006.913549,996196.06,6952105.0,6952105,160,6952105,4
1467040,235,0,306.2787136,10.8,918.8361409,4353.3335,0.0,0,12987,0,4
1335273,235,251,0.121988427,10300000.0,121.551302,8942726.0,98400000.0,98400000,5,98400000,4
1352497,235,251,0.130635328,2134349.5,119.923231,8292805.0,99400000.0,99400000,10,99400000,4
1374502,235,0,0.142076009,2026481.8,121.4242462,7579908.0,98400000.0,98400000,47,98400000,4
1388077,235,251,0.101557056,2243445.2,101.3200894,10700000.0,118000000.0,118000000,17,118000000,4
1360516,235,274,0.14055291,2627563.5,120.052264,7662047.5,99500000.0,99500000,45,99500000,4
1394079,235,0,0.101596916,3325075.2,121.8858196,10900000.0,98400000.0,98400000,44,98400000,4
1317217,235,29200,7.323052813,3382262.2,7027.515325,147059.31,0.0,0,46,0,4
1417157,235,251,0.146786456,4904486.0,129.0742232,7299233.0,100000000.0,100000000,189,100000000,4
1491698,235,0,357.2194042,6.0,1714.65314,3499.25,0.0,0,0,0,4
1403933,235,0,0.167672189,2325936.0,142.9525175,6422789.0,83400000.0,83400000,46,83400000,4
1476779,235,0,285.9185132,7.2,1286.63331,4663.3335,0.0,0,0,0,4
1305976,235,29200,8.714688084,2495141.2,10412.30932,127498.664,0.0,0,37,0,4
1325932,235,251,0.152911833,3331332.5,121.4527717,7006839.0,98100000.0,98100000,46,98100000,4
1295545,-1,29200,0.11095109,0.0,0.0,10500000.0,18700000.0,32000000,0,8015962,4
1441587,235,0,0.152424243,2767234.5,140.7931009,7107356.0,85100000.0,85100000,48,85100000,4
1421459,235,251,0.128337167,2133956.2,117.8628801,8441306.0,100000000.0,100000000,16,100000000,4
1307513,235,29200,66.36052345,2487457.8,79347.27789,16743.555,0.0,0,49,0,4
1433525,235,251,0.110457149,4657886.5,119.6451755,9958613.0,99600000.0,99600000,47,99600000,4
1357266,235,251,0.14008275,2028811.1,119.65068,7687763.5,99800000.0,99800000,48,99800000,4
1492378,-1,251,3906.25,0.0,0.0,307.2,0.0,0,0,0,4
1409105,235,274,0.201756212,1721640.2,150.3558499,5266256.5,83700000.0,83700000,31,83700000,4
1383997,235,0,0.139903649,5048277.0,139.1808131,7797574.5,84800000.0,84800000,199,84800000,4
1337218,235,274,0.164688447,4423014.0,140.2086854,6539154.0,84900000.0,84900000,46,84900000,4
1395796,235,251,0.119743834,2594661.8,105.4686581,8993558.0,58300000.0,100000000,45,16000000,4
1752117,-1,410,0.094384509,0.0,0.0,21200000.0,21200000.0,21200000,0,21200000,4
1309650,235,274,0.153891812,2491101.0,122.1285417,6962219.5,97400000.0,97400000,46,97400000,4
1401018,235,251,0.141862921,5317968.5,121.3029307,7591293.5,98700000.0,98700000,85,98700000,4
1770108,0,410,0.027920831,87033.0,5.565552247,53700000.0,107000000.0,107000000,0,107000000,4
1406188,235,274,0.187245131,2369286.0,139.4742168,5696632.5,84400000.0,84400000,2,84400000,4
1337290,235,274,0.174689855,2494133.0,139.2860447,6133319.0,84900000.0,84900000,2,84900000,4
1307413,235,29200,60.18416354,2626692.5,79951.3177,18692.625,0.0,0,15,0,4
1329335,235,0,0.130143617,2130037.2,119.8022053,8324137.0,99700000.0,99700000,15,99700000,4
1311633,235,29200,221.7786649,4955064.0,294324.9304,5072.625,0.0,0,83,0,4
1333016,235,0,0.130313129,3708935.5,122.8050883,8313309.0,99400000.0,99400000,71,99400000,4
1418149,235,251,0.144755908,4346162.5,143.6219865,7536197.5,82700000.0,82700000,62,82700000,4
1433757,235,251,0.110442303,4659491.0,119.4985715,9959952.0,99600000.0,99600000,64,99600000,4
1358979,235,274,0.175294685,2489533.5,140.282493,6112156.5,85400000.0,85400000,45,85400000,4
1402515,-1,274,0.043167925,6.0,0.05180151,29000000.0,116000000.0,116000000,0,116000000,4
1333351,235,0,0.132226894,2451175.0,121.6283998,8192988.0,98200000.0,98200000,45,98200000,4
1302276,235,29200,65.92696611,2913516.5,78670.64866,16853.666,0.0,0,46,0,4
1433809,235,274,0.130484359,2777938.0,119.985387,8302400.0,99600000.0,99600000,46,99600000,4
1379742,235,274,0.111309903,3511459.8,120.8016017,9882319.0,98800000.0,98800000,32,98800000,4
1346891,235,251,0.163941943,1841408.1,122.5056169,6506368.5,97400000.0,97400000,2,97400000,4
1322449,235,251,0.176270863,2494718.0,140.0178222,6078308.0,85000000.0,85000000,46,85000000,4
1337737,235,251,0.120037371,3990358.2,119.5072062,9088079.0,99900000.0,99900000,45,99900000,4
1393172,235,0,0.14096426,2021286.6,120.6251314,7639689.0,99300000.0,99300000,48,99300000,4
1305874,235,29200,61.01488085,3556166.8,81143.0121,18438.125,0.0,0,45,0,4
1294345,-1,29200,0.999676771,0.0,0.0,1500485.0,0.0,0,0,0,4
1297662,235,29200,0.064073254,15318.5,3.276889282,18200000.0,109000000.0,109000000,5231,109000000,4
1494647,-1,274,950.5703422,0.0,0.0,1315.0,0.0,0,0,0,4
1428799,235,0,0.131728635,2132905.8,120.8964883,8223977.5,98700000.0,98700000,48,98700000,4
1324029,235,251,0.142309187,5336485.5,120.972974,7567488.0,98400000.0,98400000,9,98400000,4
1403858,235,274,0.120339222,2024384.6,102.7696957,8949061.0,58100000.0,100000000,16,16000000,4
1426839,235,251,0.140248505,2026055.0,120.14288,7678678.0,99700000.0,99700000,16,99700000,4
1385242,235,0,0.102043204,2495966.2,121.7477466,10900000.0,97900000.0,97900000,49,97900000,4
1374857,235,0,0.101265473,7101228.5,121.3059102,11000000.0,98600000.0,98600000,192,98600000,4
1389545,235,274,0.15184922,4708915.5,139.5611137,7134270.0,85400000.0,85400000,46,85400000,4
1313914,235,29200,59.61528271,3095893.5,78957.12999,18871.0,0.0,0,55,0,4
1355824,235,251,0.105169187,2250473.0,104.2840134,10400000.0,114000000.0,114000000,17,114000000,4
1258700,235,29200,0.089960771,5265.344,2.468923377,12500000.0,100000000.0,100000000,925,100000000,4
1468946,235,251,0.120709943,3291426.2,120.4282869,9037442.0,99300000.0,99300000,63,99300000,4
1347355,235,274,0.141096031,2628130.2,119.7905304,7632554.0,98100000.0,98100000,45,98100000,4
1375802,235,274,0.141923699,2946949.5,140.9775409,7686588.5,84400000.0,84400000,160,84400000,4
1300646,235,29200,27.96490963,2828449.5,34729.62127,39732.332,0.0,0,54,0,4
1308006,235,274,0.141811828,2947565.2,140.8309625,7692652.5,84500000.0,84500000,14,84500000,4
1361417,235,251,0.17629787,2211497.2,140.3683643,6077376.5,84900000.0,84900000,60,84900000,4
1399742,235,251,0.180303751,2322079.8,132.172666,5872443.0,98800000.0,98800000,47,98800000,4
1312837,235,0,0.110147299,11100000.0,119.810221,9986627.0,99900000.0,99900000,188,99900000,4
1458762,235,0,0.104988051,7276915.5,139.6924347,10700000.0,85600000.0,85600000,101,85600000,4
1422068,235,274,0.187337991,3151954.2,140.3629901,5693808.5,85200000.0,85200000,74,85200000,4
1326313,235,251,0.152531905,2485145.2,122.0967052,7024291.5,98300000.0,98300000,46,98300000,4
1438503,235,274,0.151076623,2131598.5,139.1067055,7170754.0,85900000.0,85900000,47,85900000,4
1359776,235,274,0.14922742,1931478.8,119.2028629,7179837.0,100000000.0,100000000,33,100000000,4
1354591,235,274,0.142330294,2027538.0,121.7838996,7566366.0,98400000.0,98400000,47,98400000,4
1296139,243,29200,1.575038992,936226.56,606.2587587,692623.56,0.0,0,977,0,4
1456560,235,274,0.131695244,3743964.0,120.9570168,8226062.5,98700000.0,98700000,8,98700000,4
1421169,235,274,0.139427195,2328451.2,118.7222569,7723910.0,100000000.0,100000000,46,100000000,4
1486891,-1,251,4127.966976,7.2,6191.950464,323.0,0.0,0,0,0,4
1436289,235,0,0.130232049,2130424.5,119.8335206,8318485.0,99700000.0,99700000,46,99700000,4
1392685,235,0,0.120824697,6082374.0,120.3011237,9028858.0,99300000.0,99300000,189,99300000,4
1423059,235,0,0.132262022,2127210.2,122.1388901,8190812.0,98300000.0,98300000,16,98300000,4
1310942,235,0,0.164728871,2625155.0,140.8549508,6537549.0,84800000.0,84800000,45,84800000,4
1331665,235,251,0.16481043,2027755.4,140.100638,6534314.0,84800000.0,84800000,22,84800000,4
1417282,235,274,0.189416143,2341514.0,145.8149148,5631340.0,83200000.0,83200000,1,83200000,4
1661302,237,29200,1.574418154,2079676.2,1246.239437,672517.4,5603287.0,5603287,59,5603287,4
1448992,235,0,0.14179548,3524682.0,120.7591074,7594904.0,98700000.0,98700000,80,98700000,4
1402638,235,0,0.188529907,3740590.5,173.5200261,5746215.0,68800000.0,68800000,70,68800000,4
1460691,235,0,0.119991829,2942167.5,119.2818769,9091528.0,99800000.0,99800000,50,99800000,4
1423798,235,274,0.143043701,2624824.2,122.7110607,7528630.0,97800000.0,97800000,13,97800000,4
1482529,235,0,501.6722408,9.0,2006.688963,2990.0,0.0,0,0,0,4
1358416,235,251,0.14291121,4419638.0,122.2095004,7535609.5,97800000.0,97800000,189,97800000,4
1278380,0,29200,0.165571454,13329.794,24.80649956,6417169.0,19300000.0,51300000,31400000,5744421,4
1464370,235,0,0.139817864,2238422.8,139.8761211,7802358.5,85600000.0,85600000,47,85600000,4
1389793,235,251,0.175401541,2471517.0,142.6482263,6108433.0,85200000.0,85200000,47,85200000,4
1326510,235,0,0.111814836,6556057.0,121.1462928,9837693.0,98300000.0,98300000,188,98300000,4
1483638,235,0,300.3604325,9.0,1201.44173,4994.0,0.0,0,0,0,4
1323437,235,29200,66.3072812,4586062.0,79197.41667,16757.0,0.0,0,9,0,4
