Init Bwd Win Bytes,Init Fwd Win Bytes,Flow Packets/s,Packet Length Variance,Flow Bytes/s,Flow IAT Mean,Idle Mean,Idle Max,Bwd IAT Min,Idle Min,Label
28960,29200,0.697395177,0,0,1911876.4,0,0,0,0,2
-1,256,0.9304051081250305,0,5.58243064938217,1433294.9324842424,0,0,0,0,3
235,237,26315.78947,0,0,76,0,0,0,0,2
28960,29200,0.679759284,0,0,1961478.6,0,0,0,0,2
-1,-1,23330.35814101507,762.1413234610359,1499746.942077596,57.16985662373579,0,0,3,0,0
229,8192,285.7251260162527,8593279,415480.04885015567,4016.4176349977215,0,0,3,0,3
1176,29200,8.753889279,130060.56,3310.224776,114608.26,0,0,4,0,2
247,29200,4.523562801270854,36299.49413687992,410.80754961388766,225370.9603481208,0,0,3,0,1
235,0,0.11893434314481721,4333029.944480418,118.71347077774419,9172365.214101113,101000000,101000000,11,101000000,4
227,29200,2.555617151,165.95667,32.05169843,408307.75,0,0,3,0,1
28960,29200,0.712596733,0,0,1871091,0,0,0,0,2
0,8192,5.993505519845061,10.285714,17.980516558750534,200222.91346193623,0,0,493736,0,1
28960,29200,0.712687893,0,0,1870851.6,0,0,0,0,2
28960,29200,5578.800558,0,0,239,0,0,0,0,5
28960,29200,0.722298846,0,0,1845958,0,0,0,0,2
-1,256,0.6644537654942433,0,3.986722591866075,2006677.4315876847,6019036.882332301,6019036,0,6019036,3
247,29200,4.394724175,35944.473,394.1155472,231921.44,0,0,20,0,1
229,8192,15.44634134,11200000,22460.9111,73988.86,0,0,4,0,3
258,390,86956.5217391304,0,521739.130434783,23,0,0,0,0,0
235,29200,54.61608307,6957871,81186.80749,20925.285,0,0,85,0,4
229,256,0.196499626,2648631.8,163.698224,5480535,35600000,65200000,2,5931028,3
-1,256,18.375997289295473,0,110.25598375628039,71089.29201337308,0,0,0,0,3
1174,1444,21505.37634,0,0,93,0,0,0,0,2
369,4420,0.26170604818895454,84246.30094233813,28.696787427128825,4010841.1348073287,58339690.23094722,58523917,33,58155464,0
345,8192,15.53270686,1422045.4,17831.43917,64417.71,10000000,10000000,1,9992002,0
0,229,14084.50704,65.333336,65727.69953,106.5,0,0,0,0,1
911,8192,2.677261519703558,272691.00820156443,860.8052681596173,399131.46900749014,5568635.985343911,5568635,193,5568635,0
227,29200,2.622626359,159.85667,32.1271729,397875.3,0,0,3,0,1
235,274,0.18216768433042618,2099464.5021144026,141.36225996569274,5876000.468094344,83937614.06753235,83937614,36,83937614,4
-1,256,0.415361324,0,2.492167947,3009428,12000000,12000000,0,12000000,3
227,29200,2.5612449014704692,168.98474635618737,32.25621434639189,407410.5931222214,0,0,3,0,1
28960,29200,0.670604119,0,0,1988257,0,0,0,0,2
247,29200,4.474915027098867,34909.06,386.7140204151043,227606.47957898246,0,0,3,0,1
227,29200,2.5622228970776773,161.9082571341807,31.69309736655354,407255.12845031085,0,0,1,0,1
-1,256,5.056020709,0,30.33612426,263712,0,0,0,0,3
28960,29200,0.717881403,0,0,1857317,0,0,0,0,6
28960,29200,0.673974889399688,0,0,1978313.828494703,0,0,0,0,6
247,29200,4.385556807308497,35944.473,393.29342462980816,232406.238631202,0,0,3,0,1
227,29200,3.5653848691389642,148.402507275636,34.754627821706,304311.5445980813,0,0,3,0,1
28960,29200,0.738028895,0,0,1806614,0,0,0,0,2
28960,29200,5856.515373,0,0,227.66667,0,0,0,0,5
28960,29200,0.7399453802571271,0,0,1801934.9281687606,0,0,0,0,6
235,257,0.14708187919838453,4853091.247361796,123.01130414113918,7304741.314518178,99780804.84692822,99780804,86,99780804,4
235,29200,5.958008007689027,3289689.133331925,5888.49772415302,204043.79367606505,0,0,41,0,4
229,8192,5.932585489,9696701,9854.024496,196654,0,0,189,0,3
0,229,13168.476138036602,65.333336,61452.88863115515,113.90872485424559,0,0,0,0,1
256,229,0.196113765,3981461.8,143.1753059,5439020,77800000,77800000,1,77800000,0
227,29200,2.541954776336957,175.69298800624583,32.83500176181069,410502.28403424093,0,0,3,0,1
29200,1024,5172.413793,4,17241.37931,290,0,0,0,0,5
29200,1024,5366.726297,4,17889.08766,279.5,0,0,0,0,5
229,256,0.139488729,4731941.5,125.1428499,7766458,46500000,86200000,3,6920798,3
28960,29200,0.730908532,0,0,1824213.6,0,0,0,0,2
28960,29200,0.667358606,0,0,1997926.4,0,0,0,0,2
235,29200,56.94436536,6954055,84754.56979,20069.715,0,0,96,0,4
10870,44838,8.76037953885518,0,52.562277231556095,228535.34171865272,0,0,0,0,0
227,29200,2.598132268,164.04,32.36839783,401626.3,0,0,3,0,1
6021,29200,27.92093379,304216.72,9809.064899,37805.168,0,0,3,0,0
28960,29200,0.746324053378733,0,0,1786534.0514340533,0,0,0,0,6
-1,256,0.7000287905917127,0,4.200172743541012,1785641.396352144,7142557.632952973,7142557,0,7142557,3
235,251,0.175401541,2471517,142.6482263,6108433,85200000,85200000,47,85200000,4
-1,256,0.3394222,0,2.036533199,3928244.2,11800000,11800000,0,11800000,3
227,29200,2.59977982,157.89333,31.63065448,401371.78,0,0,3,0,1
28960,29200,0.7013545729339058,0,0,1901083.3534878204,0,0,0,0,6
235,251,0.153959131,4706469.5,141.8318884,7036499.5,84300000,84300000,46,84300000,4
28960,29200,0.6801608777944904,0,0,1960320.5839608354,0,0,0,0,2
229,8192,50.857299286942954,7041859.514100743,73952.87032812483,22747.800687853312,0,0,3,0,3
28960,29200,0.699049066,0,0,1907353,0,0,0,0,6
28960,29200,0.66741878385365,0,0,1997746.1243902694,0,0,0,0,6
81,12027,3.8561015105662158,902494.7361185316,3683.497152184749,279876.11440511723,9999592.351473361,9999592,2,9999206,0
235,29200,55.76545052,8520087,83181.14012,20494,0,0,95,0,4
0,29200,0.108839054,10.8,0.326517161,12300000,36800000,36800000,36800000,36800000,5
238,29200,1.195046865493345,33640.396329322604,29.124409923595106,2475694.2344678165,0,0,24,0,1
235,288,42741.51991437561,0,0,46.916547929235996,0,0,0,0,6
229,256,0.174546833,3257660.2,145.4099793,6169823,40100000,74900000,47,5288856,3
0,1024,23529.41176,5.3333335,94117.64706,85,0,0,0,0,5
237,8192,45.45598334830192,4865.401834294449,1875.1374012691692,24891.803249544955,0,0,410,0,1
28960,29200,0.696592513,0,0,1914079.4,0,0,0,0,2
-1,256,21.80656487,0,130.8393892,61143.668,0,0,0,0,3
28960,29200,5412.719892,0,0,246.33333,0,0,0,0,5
235,251,0.143561806,2630549.2,121.8634642,7501459.5,97500000,97500000,47,97500000,4
28960,29200,0.682634162,0,0,1953218,0,0,0,0,2
247,29200,4.435979573,35419.69,390.4483502,229682.73,0,0,3,0,1
247,29200,4.5548281867484555,35688.432593914295,404.8051694460212,223730.71747582091,0,0,3,0,1
229,8192,6.730382912266961,4608295.666268029,8699.393824167899,167172.3921362789,0,0,25,0,3
-1,-1,18264.8401826484,1228.8,1552511.41552511,73,0,0,4,0,0
293,0,111.562318711232,0,669.373912267393,11204.5,0,0,44691,0,0
-1,-1,128.67114871168,504.3,8170.61794319169,10362.333,0,0,48,0,0
235,251,0.121321717229383,2946233.305335251,120.6199014530752,8991882.40381194,98800000,98800000,45,98800000,4
28960,29200,0.732457327,0,0,1820356.4,0,0,0,0,2
-1,256,0.454971318,0,2.729827908,2930587.8,8790771,8790771,0,8790771,3
-1,-1,63.32385226282218,761.7275186497288,4421.279700648781,21057.112771851385,0,0,4,0,0
28960,29200,0.762253075,0,0,1749200.4,0,0,0,0,2
-1,256,0.657534499,0,3.945206993,2027777,6081831,6081831,0,6081831,3
-1,256,0.5119962061913964,0,3.071977238028458,2604204.863374674,7812611.542155657,7812611,0,7812611,3
28960,29200,5420.054201,0,0,246,0,0,0,0,5
28960,29200,0.716919112,0,0,1859810,0,0,0,0,2
229,8192,8.018474565,7025604.5,11659.86433,142528,0,0,156,0,3
229,8192,5.141758783655241,16800000,8544.868561406749,227064.6938578402,0,0,11,0,3
0,229,11627.90698,65.333336,54263.56589,129,0,0,0,0,1
7,336,6.256581337901801,0,2.874711365791038,244427.67306049124,0,0,0,0,0
235,0,0.139695516,2242350.2,139.2997117,7809192,85700000,85700000,46,85700000,4
29200,1024,4149.377593,4,13831.25864,361.5,0,0,0,0,5
29200,1024,5181.34715,4,17271.15717,289.5,0,0,0,0,5
235,251,0.165360446828699,2154613.3822942507,120.72229364796107,6448161.772672082,98568324.80282897,98568324,46,98568324,4
28960,29200,0.792211452,0,0,1683052.4,0,0,0,0,2
-1,256,0.95707701,0,5.742462061,1393130.6,0,0,0,0,3
-1,-1,19954.00735726818,4915.2,2209890.8273845213,66.91152795258586,0,0,5,0,0
227,29200,2.488256277833613,157.70951635489124,30.280282198876574,419361.25023528043,0,0,3,0,1
227,29200,2.866832752,162.41,35.59650667,363982.97,0,0,3,0,1
28960,29200,0.7163892118646776,0,0,1861185.6912923062,0,0,0,0,6
28960,29200,0.7879027,0,0,1692256.4,0,0,0,0,6
0,229,13333.33333,65.333336,62222.22222,112.5,0,0,0,0,1
28960,29200,0.685866352,0,0,1944013.4,0,0,0,0,2
0,1024,19230.76923,5.3333335,76923.07692,104,0,0,0,0,5
28960,29200,0.714454632,0,0,1866225.4,0,0,0,0,6
28960,29200,0.777989888,0,0,1713818.4,0,0,0,0,2
28960,29200,5730.659026,0,0,232.66667,0,0,0,0,5
0,1024,86956.52174,5.3333335,347826.087,23,0,0,0,0,5
28960,29200,0.797606383,0,0,1671668.4,0,0,0,0,2
-1,-1,21.5689235,26508,4249.077929,92726,0,0,0,0,0
28960,29200,0.7466333919035814,0,0,1785793.8911741944,0,0,0,0,6
28960,29200,0.7228422601025808,0,0,1844570.4888649948,0,0,0,0,6
28960,29200,5134.78819,0,0,259.66666,0,0,0,0,5
0,1024,20202.0202,5.3333335,80808.08081,99,0,0,0,0,5
0,1024,11627.90698,5.3333335,46511.62791,172,0,0,0,0,5
235,0,0.11057691387022646,6560373.934563101,120.09499421719539,9947884.733353801,99362490.26439826,99362490,189,99362490,4
25053,360,55703.367372931294,0,0,28.95510858307321,0,0,0,0,0
-1,-1,84.43152694231969,56.74979800137827,4730.28504542297,23689.31540353059,0,0,0,0,0
29200,1024,4694.835681,4,15649.45227,319.5,0,0,0,0,5
-1,256,0.4179772849839201,0,2.507863710582659,2990728.2612622194,11953582.768447308,11953582,0,11953582,3
-1,-1,98.4898227183191,186.66667,5351.28036769534,12184,0,0,4,0,0
229,8192,17.12902562810165,11400000,24907.74439716697,83369.49418080573,0,0,133,0,3
-1,29200,0.9995570581438376,0,0,1500664.712568589,0,0,0,0,4
28960,29200,0.7659304612170872,0,0,1740802.1504138364,0,0,0,0,6
229,8192,4.785762675,3625073.8,6185.864133,235072.25,0,0,2,0,3
227,29200,2.722487337,159.77333,33.35046988,383281.22,0,0,3,0,1
-1,-1,41.47836689802364,1065.6738127826422,3209.4685026197662,48220.8310163882,0,0,0,0,0
0,64240,15748.0315,12,47244.09449,127,0,0,0,0,5
28960,29200,0.6844700117295704,0,0,1947980.9864538608,0,0,0,0,6
235,274,0.130275362,2773883.2,119.6829727,8315719,98600000,98600000,3,98600000,4
227,29200,2.5678595449153505,158.39699140890082,31.349285277431047,406361.14892941964,0,0,3,0,1
28960,29200,4866.180049,0,0,274,0,0,0,0,5
-1,410,0.03380016,0,0,59200000,59200000,59200000,0,59200000,4
227,29200,2.628364676,161.22333,32.41649768,397006.66,0,0,3,0,1
227,29200,2.7625331674680953,158.34944401973357,33.683593361840494,377725.1742598294,0,0,3,0,1
29200,1024,7614.213198,4,25380.71066,197,0,0,0,0,5
229,8192,4.375771822563037,3923213,6359.637372102284,261178.42139562962,0,0,153,0,3
4870,8192,1.62948371,490126.06,865.2558498,618013.06,9068557,9999506,3,5751577,0
-1,-1,41.20949879,7022.7,4677.278113,32355,0,0,4,0,0
-1,256,0.914422993,0,5.486537956,1366982.2,5465896,5465896,0,5465896,3
229,256,0.151719248,2057995.9,126.3279485,7098131,46100000,82100000,14,10100000,3
28960,29200,0.673228626,0,0,1980506,0,0,0,0,2
235,251,0.132326412,2132044,121.781015,8186826,98200000,98200000,14,98200000,4
236,29200,1.058635992041843,48902,127.83029603384509,1079556.2983897275,0,0,3588,0,2
229,8192,20.250515378682664,4979798.43839296,29431.592787631544,63162.44161585686,0,0,104,0,3
28960,29200,0.726248474321659,0,0,1835918.9262348202,0,0,0,0,6
28960,29200,0.691396299,0,0,1928464.6,0,0,0,0,2
28960,29200,0.704910654,0,0,1891492.6,0,0,0,0,6
229,256,0.182746041,2822354,163.8669692,5928081,35100000,63300000,47,6923837,3
29200,1024,4531.722054,4,15105.74018,331,0,0,0,0,5
235,251,0.142230578,2632752.8,120.7436014,7571670.5,98400000,98400000,46,98400000,4
235,274,0.128045412,5417769.5,138.3938091,8590702,85700000,85700000,159,85700000,4
28960,29200,6557.377049,0,0,203.33333,0,0,0,0,5
229,256,0.110292824,11200000,116.8803137,9973450,49900000,88100000,185,11600000,3
28960,29200,5689.900427,0,0,234.33333,0,0,0,0,5
229,256,0.154287241,5335410,128.5984151,6979988,87800000,87800000,3,87800000,3
0,229,13636.36364,65.333336,63636.36364,110,0,0,0,0,1
-1,-1,129.6611411103522,603.4397466030098,7361.2911240372,10283.23927173386,0,0,48,0,0
227,29200,2.6416559313731747,161.23862043361865,32.61575574647498,395009.14780634834,0,0,3,0,1
-1,118,750000,450.25,19000000,2,0,0,0,0,0
29200,1024,4207.573633,4,14025.24544,356.5,0,0,0,0,5
28960,29200,0.721842503,0,0,1847125,0,0,0,0,2
28960,29200,0.7277012600055617,0,0,1832253.7609730496,0,0,0,0,2
0,229,13636.36364,65.333336,63636.36364,110,0,0,0,0,1
29200,1024,4048.582996,4,13495.27665,370.5,0,0,0,0,5
0,8192,6.048906501930784,10.285714,18.146719502534292,198382.98681847754,0,0,491424,0,1
498,29200,0.48116599595312737,228879.00902864148,99.42124561154694,2158189.0255264677,10000000,10000000,53,9998675,0
235,0,0.152910418,2776667.8,140.5364366,7084758,84900000,84900000,46,84900000,4
227,29200,2.6134925817502945,157.01056337432655,31.673158212208296,399265.84669366863,0,0,3,0,1
227,29200,2.808636041,156.25,33.93768549,371524.9,0,0,3,0,1
229,256,0.14320394003733217,6911719.200300569,127.22137830446682,7565350.299889278,45748737.41109809,85561553,4,5918416,3
227,29200,2.669394491,155.67334,32.14395867,390904.47,0,0,2,0,1
0,229,10909.09091,65.333336,50909.09091,137.5,0,0,0,0,1
227,29200,2.905542883193006,157.55501595109345,35.26539607788005,359133.7641931776,0,0,3,0,1
227,29200,2.844721067641868,154.80757808935974,34.11196432175405,366812.162488175,0,0,3,0,1
28960,29200,0.7510471509838923,0,0,1775299.212284245,0,0,0,0,6
28960,29200,1.132082948,0,0,1177770,0,0,0,0,2
256,245,55555.55556,0,333333.3333,36,0,0,0,0,1
28960,29200,0.7703192074258046,0,0,1730884.2566628712,0,0,0,0,6
227,29200,2.535584284,157.97667,30.84960879,411533.66,0,0,4,0,1
0,8192,5.8287551993372295,10.285714,17.48626560029807,205875.8622627379,0,0,513046,0,1
247,29200,4.362724879,34909.06,377.0187518,233459.27,0,0,3,0,1
28960,29200,5797.101449,0,0,230,0,0,0,0,5
28960,29200,0.7523243065447308,0,0,1772285.31079806,0,0,0,0,6
-1,-1,148.06376312113917,1121.0148900212662,12427.144809783773,9010.16017823904,0,0,3,0,0
0,29200,0.105074141,10.8,0.315222422,12700000,38100000,38100000,38100000,38100000,5
28960,29200,0.797244881,0,0,1672426.4,0,0,0,0,2
28960,29200,0.671465857,0,0,1985705.4,0,0,0,0,2
1176,1444,22222.22222,0,0,90,0,0,0,0,2
-1,-1,65.4493095097847,533.3333,4450.55304666536,30558,0,0,0,0,0
235,251,0.15012434912950046,2454393.76475832,124.35005093613078,7136964.194966095,99500000,99500000,45,99500000,4
28960,29200,0.6767159149667271,0,0,1970301.6621566305,0,0,0,0,6
229,8192,40.10723853183417,7087654.5,58320.938225592836,29407.25263857303,0,0,2,0,3
-1,-1,0.058532066,1785.3,5.29715201,22800000,68300000,68300000,68300000,68300000,0
28960,29200,0.79152467,0,0,1684512.6,0,0,0,0,2
0,29200,12121.21212,12,36363.63636,165,0,0,0,0,5
-1,-1,42.77909475086821,3197.2355584970187,4228.413476582494,46751.85192927016,0,0,0,0,0
235,29200,50.43683907,2635825.2,66733.54218,22305.125,0,0,16,0,4
0,29200,1000000,12,3000000,2,0,0,0,0,5
235,29200,0.816426001,27573.5,76.84609737,1399829.4,0,0,1218,0,2
28960,29200,0.7284932035652829,0,0,1830261.8535868092,0,0,0,0,6
235,274,0.130484359,2777938,119.985387,8302400,99600000,99600000,46,99600000,4
303,8192,0.5440955392713962,702301.994133468,366.5663504311607,2641593.7776516485,58633999.323533505,58672359,1,58595639,0
-1,256,0.7028821871644982,0,4.217293124758945,1778395.7747948528,7111794.831212265,7111794,0,7111794,3
28960,29200,0.711193041,0,0,1874784,0,0,0,0,2
227,29200,2.735576133,154.59334,32.71293126,381447.34,0,0,3,0,1
247,29200,4.308369879067288,35944.473,386.37135910380755,236569.9374455832,0,0,3,0,1
0,229,13043.47826,65.333336,60869.56522,115,0,0,0,0,1
235,0,0.131791886,3084634.2,146.3728609,8346492.5,83100000,83100000,13,83100000,4
0,972,105263.1579,10.8,473684.2105,12.666667,0,0,0,0,0
0,29200,0.108840534,10.8,0.326521603,12300000,36800000,36800000,36800000,36800000,5
235,251,0.15114158,5672517,139.5036783,7167672.5,85900000,85900000,51,85900000,4
0,1024,38461.53846,5.3333335,153846.1538,52,0,0,0,0,5
28960,29200,4744.958482,0,0,281,0,0,0,0,5
28960,29200,0.7778190842838706,0,0,1714194.6113573394,0,0,0,0,6
235,29200,535.5469273,4335.4443,19748.29294,2134,0,0,902,0,5
28960,29200,0.7062315306147421,0,0,1887954.9714392393,0,0,0,0,2
65535,29200,39.25477,1055892,12140.62803,26973.117,0,0,1,0,0
28960,29200,0.730443516,0,0,1825375,0,0,0,0,2
34,541,38540.86224848044,0,0,51.89481665606053,0,0,0,0,0
235,0,0.130886349,1805873.8,120.3751686,8276901,99300000,99300000,17,99300000,4
28960,29200,0.7235956172828448,0,0,1842649.8766092593,0,0,0,0,2
28960,29200,0.782227632,0,0,1704533.6,0,0,0,0,6
28960,29200,0.7675925199428617,0,0,1737032.6983888508,0,0,0,0,6
247,29200,4.767506158,64796.1,604.6194004,212931.34,0,0,3,0,1
247,29200,4.495668296,35944.473,403.1681399,226713.97,0,0,4,0,1
-1,-1,32.5430789006948,3267,3335.66558732122,61457,0,0,0,0,0
0,29200,0.05435088,10.8,0.163052639,24500000,73600000,73600000,73600000,73600000,5
28960,29200,0.702637984,0,0,1897610.6,0,0,0,0,2
28960,29200,0.699010708,0,0,1907457.6,0,0,0,0,2
235,29200,0.063643164,33506.215,4.891431718,18300000,110000000,110000000,5222,110000000,4
229,256,0.162847022,5106184,158.1923112,6698981,36800000,61800000,183,11800000,3
28960,29200,0.6952305441793593,0,0,1917829.141246091,0,0,0,0,6
170,29200,1.9485704491309446,22314.50956804814,138.89078680954677,564547.9974514232,5502464.772189349,5502464,862,5502464,0
28960,29200,4273.504274,0,0,312,0,0,0,0,5
466,8192,62.26850603804805,674284.0219298969,31782.870904999272,19097.545931261793,0,0,161,0,0
229,256,0.169230914,9592975,151.9042722,6401509.5,74700000,74700000,5,74700000,3
229,8192,5.014802024,2706820.5,6478.567015,224335.88,0,0,16,0,3
235,251,0.13169970913653983,2781184.9066405133,120.6680088766289,8225784.748095056,98554823.23212628,98554823,46,98554823,4
28960,29200,0.7764423755928292,0,0,1717234.155776987,0,0,0,0,2
235,251,0.121988427,10300000,121.551302,8942726,98400000,98400000,5,98400000,4
229,8192,316.0984421,9696701,525039.5123,3690.8333,0,0,187,0,3
28960,29200,0.7596947418776163,0,0,1755091.1036560854,0,0,0,0,6
-1,256,0.49150589280856255,0,2.9490353575050294,2543228.785190822,10165365.400563404,10165365,0,10165365,3
227,29200,2.6314961860759776,159.34428513562702,32.22296184064426,396534.209514473,0,0,3,0,1
28960,29200,0.7015523045732895,0,0,1900547.2947493717,0,0,0,0,6
28960,29200,0.697571833830282,0,0,1911392.2163001888,0,0,0,0,6
28960,29200,0.686300180487698,0,0,1942784.5943296466,0,0,0,0,2
28960,29200,6106.870229,0,0,218.33333,0,0,0,0,5
28960,29200,0.6946402464709082,0,0,1919458.7356903446,0,0,0,0,2
227,29200,92.73856997,2702072.5,119663.6681,12130.875,0,0,47,0,5
28960,29200,0.7287589959092688,0,0,1829594.4124710944,0,0,0,0,2
28960,29200,0.7315025382789199,0,0,1822732.4379662336,0,0,0,0,6
-1,-1,64.06000104118048,976.1376784334735,4928.884751035151,20814.054841727102,0,0,4,0,0
28960,29200,0.7042399835415608,0,0,1893294.0033712357,0,0,0,0,6
28960,29200,0.795086682,0,0,1676966,0,0,0,0,2
229,8192,5.722775861,7087654.5,8321.631449,199703.28,0,0,3,0,3
235,251,0.1625002755670093,1853894.2370096361,122.56456049194227,6571757.993212895,97413935.60740729,97413935,3,97413935,4
-1,-1,28.124828690953944,1350.071938940164,2266.5943947428955,71111.59689018149,0,0,0,0,0
-1,256,0.5136722936200511,0,3.082033760371727,2595933.118500512,7786450.680946005,7786450,0,7786450,3
0,1024,18181.81818,5.3333335,72727.27273,110,0,0,0,0,5
-1,256,1.917571281,0,11.50542769,695324,0,0,0,0,3
28960,29200,0.7547765552172122,0,0,1766527.2998464913,0,0,0,0,6
0,29200,0.17362202633770582,13643.053,24.567516680765266,6098440.003900947,19300000,51300000,31490055,5849241,4
229,8192,54.64213932409605,8688361.483330563,89082.05122543375,23000.400319414643,0,0,78,0,3
29200,1024,4000,4,13333.33333,375,0,0,0,0,5
0,1024,40000,5.3333335,160000,50,0,0,0,0,5
0,229,13636.36364,65.333336,63636.36364,110,0,0,0,0,1
28960,29200,0.7660325499302395,0,0,1740570.0100129866,0,0,0,0,6
28960,29200,0.6970378869865844,0,0,1912856.378125815,0,0,0,0,2
229,8192,505.64506661511723,6655525.585791341,735271.1324786016,2261.4388916691264,0,0,3,0,3
256,259,22435.092423123995,0,0,89.15728515824082,0,0,0,0,1
28960,29200,0.74971286,0,0,1778458.6,0,0,0,0,6
247,29200,3.9648899922189695,35489.33174733772,349.85338008019266,256985.66577502264,0,0,3,0,1
-1,29200,0.999103138,0,0,1501346.5,0,0,0,0,4
235,251,0.151920672,2493181.5,120.9592393,7052553,98600000,98600000,46,98600000,4
0,29200,0.217115921,10.8,0.651347763,6141112.5,18400000,18400000,18400000,18400000,5
-1,-1,18148.257743406703,5096.352430448064,2575822.050641959,73.47423390032517,0,0,4,0,0
28960,29200,0.742365835,0,0,1796059.6,0,0,0,0,6
235,29200,0.926107932,27573.5,87.16990909,1234043.1,0,0,1465,0,2
236,29200,1.058716132,48902,127.8399729,1079474.6,0,0,3299,0,2
28960,29200,0.7822056671287879,0,0,1704581.5977442027,0,0,0,0,6
0,8192,6.0159616643677625,10.285714,18.047884993153325,199469.3633003498,0,0,497035,0,1
29200,1024,4538.577912,4,15128.59304,330.5,0,0,0,0,5
-1,-1,87.14976687,85.333336,5054.686479,22949,0,0,0,0,0
252,270,24691.35802,0,0,81,0,0,0,0,2
28960,29200,0.726461181611921,0,0,1835381.4219412643,0,0,0,0,6
-1,256,1.3069108237897928,0,7.841464943749789,1019506.5732629914,0,0,0,0,3
229,8192,8.560947526,19200000,16589.68948,140171.4,0,0,162,0,3
-1,256,0.8736355624584777,0,5.24181337448448,1430848.2751321702,5721855.078542105,5721855,0,5721855,3
235,253,0.16915656751959682,2677529.9225149015,145.23416479172275,6374538.755826331,81922094.82262628,81922094,47,81922094,4
255,352,31752.131816385183,0,190512.7908983111,62.98827872244234,0,0,0,0,0
1670,237,39024.756740408026,0,234148.54042069544,51.26290996314993,0,0,0,0,1
46,8192,24.347742183142667,47109.745452404684,3521.383406104914,46027.53139859299,0,0,1,0,0
227,29200,2.5091880043646104,156.52521016320597,30.31935505174674,415863.18632274284,0,0,3,0,1
-1,11525,666666.6667,0,0,3,0,0,0,0,0
0,229,11764.70588,65.333336,54901.96078,127.5,0,0,0,0,1
236,29200,0.9079600407435371,48902,109.63617500039663,1258708.669195019,0,0,3080,0,2
235,251,0.16248132911040472,2343335.4826295758,124.9886665526033,6566398.976313891,98704859.66577934,98704859,16,98704859,4
28960,29200,0.676418594,0,0,1971166,0,0,0,0,2
28960,29200,0.750093574,0,0,1777556,0,0,0,0,6
28960,29200,0.7778840515708177,0,0,1714051.5279114665,0,0,0,0,2
-1,-1,0.046153902,0,2.215387274,32500000,64900000,64900000,0,64900000,0
0,8192,5.82415705,10.285714,17.47247115,206038.4,0,0,513693,0,1
28960,29200,0.7354024930682235,0,0,1813066.0854522018,0,0,0,0,6
28960,29200,0.763226525,0,0,1746969.4,0,0,0,0,2
0,229,13274.33628,65.333336,61946.90265,113,0,0,0,0,1
28960,29200,0.793679214340248,0,0,1679940.060354898,0,0,0,0,6
28960,29200,0.77169485,0,0,1727798.6,0,0,0,0,2
424,1102,43392.74116056739,0,0,46.098347665835206,0,0,0,0,0
-1,251,233.2851211,0,0,5358.25,0,0,0,0,5
28960,29200,0.716868618,0,0,1859941,0,0,0,0,2
227,29200,820.6811654,57.142857,2735.603885,1462.2,0,0,6265,0,5
28960,29200,0.730876079,0,0,1824294.6,0,0,0,0,2
28960,29200,0.6691538436049398,0,0,1992566.2157141624,0,0,0,0,6
0,229,14705.88235,65.333336,68627.45098,102,0,0,0,0,1
144,254,8.237401923,0,49.42441154,242795,0,0,0,0,0
227,29200,2.39955211915292,153.5179772914978,28.560747947236106,434863.8917220566,0,0,3,0,1
235,80,0.13154086978134244,2129750.848872994,121.18379794589158,8235718.538946418,98700000,98700000,38,98700000,4
28960,29200,0.7718909972854718,0,0,1727359.77382225,0,0,0,0,6
30,255,131.345636041243,0,788.073816247455,15227,0,0,0,0,0
28960,29200,0.7092909123803051,0,0,1879811.846046936,0,0,0,0,6
359,8192,28.32834274111899,196123.1739656369,6773.360947277219,37287.772945154764,0,0,1,0,0
-1,256,0.420492315,0,2.522953887,3170886.2,9511780,9511780,0,9511780,3
28960,29200,1.0201686902332905,0,0,1307973.064488651,0,0,0,0,6
28960,29200,0.7983434404609785,0,0,1670127.6647420032,0,0,0,0,6
247,29200,4.1979339982754444,35944.473,376.46755274025514,242793.48250737012,0,0,10,0,1
28960,29200,0.7094545811228613,0,0,1879378.0303208516,0,0,0,0,6
247,29200,4.4377217302248,34994.35840558424,384.6924319509248,229527.05453103525,0,0,16,0,1
235,251,0.13210947584132654,9341345.370415809,128.5270039262885,8202340.425760588,98961180.3880108,98961180,190,98961180,4
-1,274,425.0255015,0,0,2941,0,0,0,0,4
235,274,0.141707939,2629276.8,120.4719923,7599596,98600000,98600000,51,98600000,4
236,237,43478.26087,0,0,46,0,0,0,0,2
28960,29200,0.7164054021131463,0,0,1861143.5409568788,0,0,0,0,6
-1,256,0.489969288,0,2.939815725,2721259,8163127,8163127,0,8163127,3
28960,29200,7194.244604,0,0,185.33333,0,0,0,0,5
-1,256,1.53259641,0,9.195578459,869983.3,0,0,0,0,3
229,256,0.1779102006251105,3128878.0600172556,149.9248742197802,6062401.506579793,72867944.18943945,72867944,42,72867944,3
0,29200,0.216974595,10.8,0.650923786,6145112.5,18400000,18400000,18400000,18400000,5
-1,256,0.7402369525606125,0,4.441421717270309,1688660.4865094565,6753630.894844391,6753630,0,6753630,3
29200,1024,5119.453925,4,17064.84642,293,0,0,0,0,5
28960,29200,0.677579038792592,0,0,1967790.1940395655,0,0,0,0,2
28960,29200,0.729118059,0,0,1828693.4,0,0,0,0,6
235,90,0.18992714222383947,1994697.7595902374,148.56043681328111,5616209.1839952115,83763986.35925286,83763986,25,83763986,4
